model,seed,missing_type,position,ratio,n,clean_accuracy,clean_macro_f1,clean_weighted_f1,clean_mae,clean_pearson,gap_accuracy,gap_macro_f1,gap_weighted_f1,gap_mae,gap_pearson,delta_macro_f1_clean_minus_gap,delta_mae_gap_minus_clean
M1,31415,audio,late,0.1,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6153846153846154,0.5436633433460719,0.5829661742484646,0.639297846470751,0.6431143834340135,0.002323182961478043,0.0023269988134033692
M0,1729,audio,late,0.2,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.6363636363636364,0.6046045565001471,0.6313234019327565,0.6143436640728969,0.6376362350503533,-0.0042071029616896904,-0.002695755940581912
M0,2718,audio,late,0.2,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.6307692307692307,0.5859824949606687,0.6157273811214373,0.5849684525841287,0.6519961385940354,-0.0013222132081772697,-9.323384358805864e-05
M0,31415,audio,late,0.2,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6167832167832168,0.5532492569306953,0.5896683526449488,0.6311048139564016,0.6380051634244052,-0.005032885729660541,-0.00013480351527928036
M1,1729,audio,late,0.2,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6293706293706294,0.5995064351861311,0.6252806468985134,0.5957708096984852,0.6410673024192861,-0.00017529575225183613,-0.000658361099243665
M1,2718,audio,late,0.2,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.6251748251748251,0.5573200332704688,0.5948500947207835,0.5861867360489026,0.6446659184508537,-0.007058270404576961,-0.0006454859881408481
M1,31415,audio,late,0.2,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6153846153846154,0.543826783395927,0.5831480058660375,0.6392716570262361,0.6431284809499274,0.0021597429116229083,0.0023008093688884346
M0,1729,audio,late,0.3,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.641958041958042,0.6103462070344966,0.6366704107111941,0.6128452345712593,0.6384775783231895,-0.009948753496039187,-0.0041941854422195
M0,2718,audio,late,0.3,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.6321678321678321,0.58951196855651,0.6182449874394623,0.5850070072767827,0.6519036352450619,-0.004851686804018596,-5.467915093404496e-05
M0,31415,audio,late,0.3,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6181818181818182,0.5548253010599309,0.5910239710218438,0.6311192100235893,0.6385030215058211,-0.006608929858896162,-0.00012040744809160842
M1,1729,audio,late,0.3,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6307692307692307,0.6022599165495528,0.6273246405847642,0.5956908712336155,0.6404938837932147,-0.00292877711567352,-0.0007382995641133094
M1,2718,audio,late,0.3,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.6223776223776224,0.5550889527665351,0.5925191182483691,0.5857830929415222,0.6451246658801485,-0.004827189900643347,-0.0010491290955212396
M1,31415,audio,late,0.3,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6167832167832168,0.5464286406684696,0.5852896040088875,0.6392173928729669,0.6430412017022338,-0.0004421143609196765,0.002246545215619178
M0,1729,vision,early,0.1,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.6391608391608392,0.6063880830021916,0.6339158783746401,0.6157672157081274,0.6354249837108827,-0.005990629463734187,-0.0012722043053513543
M0,2718,vision,early,0.1,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5854124305198308,0.651544445292676,0.0,0.00035074409211410806
M0,31415,vision,early,0.1,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6125874125874126,0.5462331257493108,0.583830074593747,0.6292682161463515,0.6366791762849455,0.001983245451723903,-0.0019714013253293583
M1,1729,vision,early,0.1,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6307692307692307,0.6032439009983607,0.627465857190765,0.5963209700889534,0.6416343696092123,-0.003912761564481393,-0.00010820070877548549
M1,2718,vision,early,0.1,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.6195804195804195,0.5515171593541043,0.5892597971220543,0.5884319616997797,0.6454439295813295,-0.0012553964882124902,0.0015997396627362992
M1,31415,vision,early,0.1,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6167832167832168,0.5437448483510295,0.5834340434343732,0.6363970373079858,0.6438691369502482,0.002241677956520416,-0.0005738103493618807
M0,1729,vision,early,0.2,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.6363636363636364,0.6040912484347786,0.6315721442424371,0.6142388999445846,0.6359084608507644,-0.0036937948963211564,-0.0028005200688941967
M0,2718,vision,early,0.2,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.6293706293706294,0.5842618168907187,0.6141496963672749,0.5840812634416185,0.652335371699489,0.00039846486177275153,-0.0009804229860982394
M0,31415,vision,early,0.2,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6195804195804195,0.5559808961433931,0.5925800556359749,0.6277175293771315,0.6371849285432106,-0.007764524942358353,-0.003522088094549347
M1,1729,vision,early,0.2,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6293706293706294,0.6043856542788318,0.6275530507080014,0.5955363397670493,0.6422348407903559,-0.005054514844952562,-0.0008928310306794973
M1,2718,vision,early,0.2,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.6195804195804195,0.5528083028083027,0.5901124516509132,0.5890410792199777,0.6455109444636198,-0.0025465399424109414,0.0022088571829342873
M1,31415,vision,early,0.2,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6195804195804195,0.5474647315972949,0.5868314705312503,0.636073389034588,0.6443078623628796,-0.0014782052897449605,-0.0008974586227596948
M0,1729,vision,early,0.3,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.634965034965035,0.6037014868892597,0.6308740828391484,0.6131129229483618,0.6363123331653904,-0.0033040333508023156,-0.003926497065116941
M0,2718,vision,early,0.3,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.6293706293706294,0.5833961770815019,0.6136189356425079,0.5830364148038069,0.6527946082875873,0.0012641046709894743,-0.0020252716239098634
M0,31415,vision,early,0.3,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6167832167832168,0.5523115815542058,0.5891703796593859,0.6266928279653543,0.637142895648065,-0.004095210353171064,-0.004546789506326587
M1,1729,vision,early,0.3,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6321678321678321,0.6066192819019829,0.6307334917670018,0.5946046947120605,0.6432977664765921,-0.007288142468103609,-0.0018244760856683806
M1,2718,vision,early,0.3,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.620979020979021,0.5552760874464728,0.592584783708516,0.590403814275482,0.6452338445532522,-0.005014324580581042,0.0035715922384386145
M1,31415,vision,early,0.3,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6167832167832168,0.5459946966878308,0.5854621611633436,0.6352744745920978,0.6444754179070749,-8.170380280891898e-06,-0.0016963730652498343
M0,1729,vision,middle,0.1,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.6363636363636364,0.6033755099647896,0.6309034983556229,0.6160356396991578,0.63495781020762,-0.0029780564263321985,-0.0010037803143210233
M0,2718,vision,middle,0.1,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.627972027972028,0.5812982810284354,0.6119309023449538,0.5840623275735057,0.6516245738629249,0.0033620007240560135,-0.0009993588542109855
M0,31415,vision,middle,0.1,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6153846153846154,0.549807326039775,0.5873350903868687,0.6303575298911729,0.6362688044172625,-0.0015909548387402772,-0.0008820875805080064
M1,1729,vision,middle,0.1,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6307692307692307,0.6020689257354953,0.627090593077186,0.5955330404329238,0.6415461425740678,-0.0027377863016160298,-0.00089613036480507
M1,2718,vision,middle,0.1,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.6153846153846154,0.5482574517364237,0.5855049490163768,0.5867979455293136,0.6450362055384725,0.0020043111294680838,-3.42765077298024e-05
M1,31415,vision,middle,0.1,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6167832167832168,0.5452814663234181,0.5843579863198883,0.6371097441847351,0.6434279408844102,0.0007050599841318395,0.00013889652738741098
M0,1729,vision,middle,0.2,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.634965034965035,0.6013662315272391,0.6291190857427109,0.6156891905422602,0.6344533833429274,-0.0009687779887816994,-0.0013502294712185448
M0,2718,vision,middle,0.2,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.6293706293706294,0.5837104010072601,0.6137909385860906,0.5846719762375513,0.651170794490005,0.0009498807452312796,-0.0003897101901654265
M0,31415,vision,middle,0.2,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6153846153846154,0.5523429812657322,0.5888797335112093,0.629915231747644,0.6358606640921215,-0.0041266100646975,-0.001324385724036925
M1,1729,vision,middle,0.2,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6377622377622377,0.6126825844845495,0.6360446599487373,0.5953563327067434,0.6413159678956273,-0.013351445050670208,-0.0010728380909854618
M1,2718,vision,middle,0.2,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.6167832167832168,0.5493434892203455,0.586756981014661,0.5881966480920157,0.6440377864508915,0.0009182736455463081,0.0013644260549722231
M1,31415,vision,middle,0.2,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6167832167832168,0.5463388175636003,0.5851835461736896,0.6375052579551597,0.6431737816538832,-0.00035229125605029665,0.0005344102978119825
M0,1729,vision,middle,0.3,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.6307692307692307,0.5979274025399128,0.6257488992248641,0.6150084906080217,0.633631387778743,0.0024700509985445818,-0.002030929405457127
M0,2718,vision,middle,0.3,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.6293706293706294,0.5842618168907187,0.6141496963672749,0.5845029260885048,0.6506887269442948,0.00039846486177275153,-0.0005587603392118723
M0,31415,vision,middle,0.3,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6139860139860139,0.5511670733391648,0.587534315507245,0.6297948274689799,0.6348528256917187,-0.00295070213813009,-0.0014447900027010352
M1,1729,vision,middle,0.3,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6391608391608392,0.6138434217847714,0.6373938240900863,0.5950699028088483,0.6409255629359919,-0.01451228235089208,-0.0013592679888805304
M1,2718,vision,middle,0.3,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.6195804195804195,0.5560513860716699,0.5919754890140284,0.5893336278897665,0.642870362840662,-0.005789623205778138,0.002501405852723071
M1,31415,vision,middle,0.3,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6181818181818182,0.5502252657289312,0.5882194995042723,0.6380824812264605,0.6424497529061267,-0.004238739421381199,0.0011116335691128132
M0,1729,vision,late,0.1,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.6321678321678321,0.6000223087570551,0.6273731969300371,0.616773742853527,0.6336320486967699,0.00037514478140232566,-0.00026567715995173824
M0,2718,vision,late,0.1,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.627972027972028,0.5812982810284354,0.6119309023449538,0.585288611985743,0.6511968157249202,0.0033620007240560135,0.00022692555802628078
M0,31415,vision,late,0.1,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6153846153846154,0.5483760026924887,0.5864944359672374,0.6306811545291668,0.635691830139224,-0.00015963149145392652,-0.0005584629425140486
M1,1729,vision,late,0.1,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.627972027972028,0.5996984733585039,0.6249366566365036,0.5976083755836712,0.6400677465450458,-0.00036733392462462433,0.001179204785942356
M1,2718,vision,late,0.1,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.6181818181818182,0.5505549788939597,0.5881578358007018,0.5880206694116594,0.644480001181108,-0.0002932160280678664,0.0011884473746159863
M1,31415,vision,late,0.1,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6181818181818182,0.546372528379388,0.5855946243803712,0.6369820961028572,0.6426640930042892,-0.0003860020718380319,1.1248445509481897e-05
M0,1729,vision,late,0.2,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.6265734265734266,0.5959087738277061,0.6227576998683875,0.6161860731777156,0.6333310203667014,0.004488679710751287,-0.0008533468357632135
M0,2718,vision,late,0.2,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.6293706293706294,0.5837104010072601,0.6137909385860906,0.5852456804755685,0.6507524410517846,0.0009498807452312796,0.00018399404785174323
M0,31415,vision,late,0.2,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6153846153846154,0.5513684816803485,0.5883308933807381,0.6302748327234668,0.6353407408520786,-0.003152110479313741,-0.0009647847482140426
M1,1729,vision,late,0.2,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6293706293706294,0.602662858954954,0.6271248573759958,0.5983163016678935,0.6394219067111707,-0.003331719521074694,0.0018871308701646772
M1,2718,vision,late,0.2,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.6167832167832168,0.5495539623033778,0.5872345076491893,0.5900424498289667,0.6428930026321875,0.0007078005625139605,0.003210227791923259
M1,31415,vision,late,0.2,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6111888111888112,0.5385280677346563,0.5786062391204195,0.6375582700507337,0.6418979528192887,0.007458458572893623,0.0005874223933860501
M0,1729,vision,late,0.3,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.627972027972028,0.5962128841079403,0.6236259422385186,0.6150039988662722,0.6338676127137296,0.004184569430517149,-0.002035421147206562
M0,2718,vision,late,0.3,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.627972027972028,0.5823604349096422,0.6124523538547596,0.5844465455787673,0.6515326610561176,0.002299846842849229,-0.0006151408489494248
M0,31415,vision,late,0.3,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6139860139860139,0.5499927477856007,0.5869803602148856,0.6296849293220736,0.6354168534664735,-0.0017763765845659751,-0.0015546881496072418
M1,1729,vision,late,0.3,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6307692307692307,0.605037195603705,0.6293082361957056,0.5979030156879315,0.639808692775389,-0.0057060561698256684,0.0014738448902026358
M1,2718,vision,late,0.3,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.6153846153846154,0.5516116135004604,0.5879432035773328,0.5911616632978633,0.6429078315104461,-0.0013498506345686057,0.004329441260819911
M1,31415,vision,late,0.3,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6111888111888112,0.5393851725603919,0.5792184784854039,0.6378734381993177,0.6417056692179807,0.00660135374715809,0.0009025905419700608
M0,1729,audio+vision,early,0.1,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.6363636363636364,0.6032261156753291,0.6310978343671143,0.616769786854763,0.6357370219582864,-0.002828662136871718,-0.0002696331587157541
M0,2718,audio+vision,early,0.1,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.6321678321678321,0.5861049701138131,0.616028634903087,0.5854941531284745,0.6518547620363248,-0.001444688361321722,0.00043246670075780536
M0,31415,audio+vision,early,0.1,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6139860139860139,0.5474882974106422,0.5852578563018961,0.6314110485017885,0.6358587407698933,0.000728073790392525,0.00017143103010763827
M1,1729,audio+vision,early,0.1,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6237762237762238,0.5935794072531694,0.6191492886902946,0.5979517017816799,0.6398355182011072,0.005751732180709901,0.0015225309839510537
M1,2718,audio+vision,early,0.1,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.6195804195804195,0.5513951829881033,0.5891127551821901,0.588682670554576,0.6449373039585262,-0.0011334201222115148,0.0018504485175325769
M1,31415,audio+vision,early,0.1,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6167832167832168,0.5435724965945724,0.5832451100664868,0.6369749721882122,0.6438928028174881,0.00241402971297755,4.124530864513254e-06
M0,1729,audio+vision,early,0.2,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.6391608391608392,0.6077240464795791,0.6341909344158704,0.6140891290455406,0.6379098688773615,-0.007326592941121701,-0.002950290967938196
M0,2718,audio+vision,early,0.2,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.6307692307692307,0.5849447156826825,0.6146758896208041,0.5833516711369157,0.6533746044277916,-0.00028443393019106367,-0.001710015290801059
M0,31415,audio+vision,early,0.2,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6181818181818182,0.5546031746031747,0.5912274392274393,0.6285249854568262,0.6371267885884606,-0.006386803402139929,-0.0027146320148546677
M1,1729,audio+vision,early,0.2,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6265734265734266,0.5992154049679809,0.6234826813014916,0.596560601448523,0.6405489244658805,0.00011573446589840941,0.00013143065079412874
M1,2718,audio+vision,early,0.2,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.6237762237762238,0.5579637918506406,0.5945484939532284,0.5888211301404175,0.6452222759201596,-0.00770202898474881,0.001988908103374043
M1,31415,audio+vision,early,0.2,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6153846153846154,0.5405647032152636,0.5810978688782712,0.6360800929986253,0.6443625358923838,0.0054218230922863375,-0.000890754658722348
M0,1729,audio+vision,early,0.3,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.634965034965035,0.6041069366043333,0.6306958815677379,0.6114024420802878,0.6401401572027278,-0.0037094830658759292,-0.005636977933190956
M0,2718,audio+vision,early,0.3,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.6307692307692307,0.583827235492209,0.6140773458580991,0.5819511721338881,0.6548682405985857,0.0008330462602823552,-0.0031105142938285812
M0,31415,audio+vision,early,0.3,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6195804195804195,0.5559200068579546,0.5922722799813068,0.6258334622750957,0.6384738884296933,-0.007703635656919894,-0.005406155196585161
M1,1729,audio+vision,early,0.3,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6293706293706294,0.6028786026684337,0.6268762919411645,0.5955833967127089,0.6417023997147567,-0.00354746323455446,-0.0008457740850199569
M1,2718,audio+vision,early,0.3,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.620979020979021,0.5559972285946772,0.5923110326587361,0.5898580825723173,0.6451064418263757,-0.0057354657287853605,0.003025860535273872
M1,31415,audio+vision,early,0.3,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6139860139860139,0.5378656478846294,0.5790820709110562,0.6344819400617462,0.6444499863953108,0.00812087842292053,-0.002488907595601497
M0,1729,audio+vision,middle,0.1,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.6363636363636364,0.6042929135699998,0.630988724483114,0.6130652528314793,0.6366252807818009,-0.003895460031542397,-0.0039741671819994995
M0,2718,audio+vision,middle,0.1,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.6293706293706294,0.5826993239987334,0.6130577183751361,0.5839327289766821,0.6523046981827313,0.0019609577537580414,-0.0011289574510345846
M0,31415,audio+vision,middle,0.1,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6139860139860139,0.5498482281587941,0.5868137611977157,0.6271390539300921,0.6381019482280018,-0.001631856957759359,-0.004100563541588831
M1,1729,audio+vision,middle,0.1,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6293706293706294,0.6008792376703632,0.6260108780728691,0.5948393137838978,0.6419557575505502,-0.0015480982364839413,-0.0015898570138310752
M1,2718,audio+vision,middle,0.1,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.6153846153846154,0.5482574517364237,0.5855049490163768,0.5863934463225435,0.6451326639781637,0.0020043111294680838,-0.00043877571449990604
M1,31415,audio+vision,middle,0.1,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6181818181818182,0.549235385210995,0.5874458874458874,0.6351032625929407,0.6433909680888574,-0.003248858903445062,-0.0018675850644069847
M0,1729,audio+vision,middle,0.2,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.6335664335664336,0.6011211705829979,0.6281621818087855,0.6105665446005084,0.6379843762381088,-0.0007237170445404395,-0.006472875412970369
M0,2718,audio+vision,middle,0.2,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.6237762237762238,0.5765293268491011,0.6078597114022244,0.5849144588665829,0.6522902022107571,0.00813095490339033,-0.00014722756113383362
M0,31415,audio+vision,middle,0.2,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6181818181818182,0.5535469870546024,0.5905953641802698,0.6256439050555334,0.638786583637693,-0.005330615853567644,-0.005595712416147536
M1,1729,audio+vision,middle,0.2,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6405594405594406,0.6155334982682964,0.6393676525740952,0.5951601552132231,0.6419535608846691,-0.01620235883441712,-0.0012690155845057616
M1,2718,audio+vision,middle,0.2,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.6167832167832168,0.5507509297155494,0.5877523123660385,0.5878557420115905,0.6443425570654778,-0.0004891668496576074,0.0010235199745470824
M1,31415,audio+vision,middle,0.2,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6181818181818182,0.549235385210995,0.5874458874458874,0.6354445152333124,0.6426439203821892,-0.003248858903445062,-0.001526332424035326
M0,1729,audio+vision,middle,0.3,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.627972027972028,0.596404585796555,0.6230322615843042,0.6096146401291439,0.6383632996160148,0.003992867741902439,-0.007424779884334876
M0,2718,audio+vision,middle,0.3,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.627972027972028,0.582466890937171,0.6128646305588228,0.5848863712300293,0.6517475519498009,0.0021933908153204396,-0.0001753151976874312
M0,31415,audio+vision,middle,0.3,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6181818181818182,0.5534752422369725,0.590279576226017,0.6250247729219288,0.638469858741414,-0.005258871035937807,-0.006214844549752074
M1,1729,audio+vision,middle,0.3,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6405594405594406,0.6147523200192139,0.6392662364021818,0.5946418975063085,0.6413403675931063,-0.015421180585334593,-0.001787273291420366
M1,2718,audio+vision,middle,0.3,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.620979020979021,0.5567443059296163,0.5932050502360601,0.5896312806017736,0.6427912278139881,-0.006482543063724533,0.0027990585647301724
M1,31415,audio+vision,middle,0.3,715,0.6181818181818182,0.54598652630755,0.5853848103050912,0.6369708476573477,0.6431856731586778,0.6167832167832168,0.5484385571342093,0.5866391956510534,0.6362722737441113,0.6407656678521144,-0.002452030826659346,-0.0006985739132363555
M0,1729,audio+vision,late,0.1,715,0.6335664335664336,0.6003974535384574,0.628060406233534,0.6170394200134788,0.6345134385194822,0.634965034965035,0.6026944458946697,0.6296739471068168,0.6160944940199933,0.6351340044119043,-0.0022969923562122796,-0.0009449259934855014
M0,2718,audio+vision,late,0.1,715,0.6307692307692307,0.5846602817524914,0.6148351089086143,0.5850616864277167,0.6514378907109494,0.6293706293706294,0.5835824750296454,0.6138756971625039,0.58522027719691,0.651398160349614,0.0010778067228459642,0.00015859076919333415
M0,31415,audio+vision,late,0.1,715,0.6153846153846154,0.5482163712010347,0.5863161255043784,0.6312396174716809,0.6361066028165463,0.6167832167832168,0.5517562486988256,0.588983596145946,0.6305642508966783,0.6368779096604515,-0.003539877497790833,-0.0006753665750025561
M1,1729,audio+vision,late,0.1,715,0.6293706293706294,0.5993311394338793,0.6249942312107749,0.5964291707977288,0.6410823753701124,0.6293706293706294,0.6024745682541531,0.6271062634949994,0.5971506285044801,0.6402205995865535,-0.0031434288202738525,0.0007214577067512495
M1,2718,audio+vision,late,0.1,715,0.6181818181818182,0.5502617628658918,0.5880361426244011,0.5868322220370434,0.6450125446132786,0.620979020979021,0.5542370740074226,0.591556542159105,0.5877379886415246,0.6441397027637719,-0.003975311141530824,0.0009057666044811619
